Datetime,Sum_Traffic_Count,Day_Of_Week,Date,Month,Year,Hour,Minute,Second,Day_Or_Night,Weekdays_Or_Weekend
2021-03-13 11:30:00,5719,7,13,3,2021,11,30,0,0,1
2021-03-13 12:00:00,6625,7,13,3,2021,12,0,0,0,1
2021-03-13 12:30:00,6146,7,13,3,2021,12,30,0,0,1
2021-03-13 13:00:00,6041,7,13,3,2021,13,0,0,0,1
2021-03-13 13:30:00,5324,7,13,3,2021,13,30,0,0,1
2021-03-13 14:00:00,4821,7,13,3,2021,14,0,0,0,1
2021-03-13 14:30:00,4762,7,13,3,2021,14,30,0,0,1
2021-03-13 15:00:00,4269,7,13,3,2021,15,0,0,0,1
2021-03-13 15:30:00,3923,7,13,3,2021,15,30,0,0,1
2021-03-13 16:00:00,3336,7,13,3,2021,16,0,0,0,1
2021-03-13 16:30:00,2947,7,13,3,2021,16,30,0,0,1
2021-03-13 17:00:00,2710,7,13,3,2021,17,0,0,0,1
2021-03-13 17:30:00,2502,7,13,3,2021,17,30,0,0,1
2021-03-13 18:00:00,2161,7,13,3,2021,18,0,0,1,1
2021-03-13 18:30:00,2036,7,13,3,2021,18,30,0,1,1
2021-03-13 19:00:00,1723,7,13,3,2021,19,0,0,1,1
2021-03-13 19:30:00,1677,7,13,3,2021,19,30,0,1,1
2021-03-13 20:00:00,1723,7,13,3,2021,20,0,0,1,1
2021-03-13 20:30:00,1525,7,13,3,2021,20,30,0,1,1
2021-03-13 21:00:00,1389,7,13,3,2021,21,0,0,1,1
2021-03-13 21:30:00,1236,7,13,3,2021,21,30,0,1,1
2021-03-13 22:00:00,1146,7,13,3,2021,22,0,0,1,1
2021-03-13 22:30:00,1201,7,13,3,2021,22,30,0,1,1
2021-03-13 23:00:00,1140,7,13,3,2021,23,0,0,1,1
2021-03-13 23:30:00,1031,7,13,3,2021,23,30,0,1,1
2021-03-14 00:00:00,950,1,14,3,2021,0,0,0,1,1
2021-03-14 00:30:00,878,1,14,3,2021,0,30,0,1,1
2021-03-14 01:00:00,831,1,14,3,2021,1,0,0,1,1
2021-03-14 01:30:00,850,1,14,3,2021,1,30,0,1,1
2021-03-14 02:00:00,894,1,14,3,2021,2,0,0,1,1
2021-03-14 02:30:00,983,1,14,3,2021,2,30,0,1,1
2021-03-14 03:00:00,1078,1,14,3,2021,3,0,0,1,1
2021-03-14 03:30:00,1297,1,14,3,2021,3,30,0,1,1
2021-03-14 04:00:00,1461,1,14,3,2021,4,0,0,1,1
2021-03-14 04:30:00,1440,1,14,3,2021,4,30,0,1,1
2021-03-14 05:00:00,1599,1,14,3,2021,5,0,0,1,1
2021-03-14 05:30:00,1529,1,14,3,2021,5,30,0,1,1
2021-03-14 06:00:00,1534,1,14,3,2021,6,0,0,0,1
2021-03-14 06:30:00,1578,1,14,3,2021,6,30,0,0,1
2021-03-14 07:00:00,1757,1,14,3,2021,7,0,0,0,1
2021-03-14 07:30:00,1822,1,14,3,2021,7,30,0,0,1
2021-03-14 08:00:00,1854,1,14,3,2021,8,0,0,0,1
2021-03-14 08:30:00,1889,1,14,3,2021,8,30,0,0,1
2021-03-14 09:00:00,1975,1,14,3,2021,9,0,0,0,1
2021-03-14 09:30:00,1950,1,14,3,2021,9,30,0,0,1
2021-03-14 10:00:00,2038,1,14,3,2021,10,0,0,0,1
2021-03-14 10:30:00,2026,1,14,3,2021,10,30,0,0,1
2021-03-14 11:00:00,2088,1,14,3,2021,11,0,0,0,1
2021-03-14 11:30:00,2092,1,14,3,2021,11,30,0,0,1
2021-03-14 12:00:00,1982,1,14,3,2021,12,0,0,0,1
2021-03-14 12:30:00,2038,1,14,3,2021,12,30,0,0,1
2021-03-14 13:00:00,2062,1,14,3,2021,13,0,0,0,1
2021-03-14 13:30:00,2146,1,14,3,2021,13,30,0,0,1
2021-03-14 14:00:00,2135,1,14,3,2021,14,0,0,0,1
2021-03-14 14:30:00,2203,1,14,3,2021,14,30,0,0,1
2021-03-14 15:00:00,2084,1,14,3,2021,15,0,0,0,1
2021-03-14 15:30:00,1997,1,14,3,2021,15,30,0,0,1
2021-03-14 16:00:00,2042,1,14,3,2021,16,0,0,0,1
2021-03-14 16:30:00,2281,1,14,3,2021,16,30,0,0,1
2021-03-14 17:00:00,2458,1,14,3,2021,17,0,0,0,1
2021-03-14 17:30:00,2468,1,14,3,2021,17,30,0,0,1
2021-03-14 18:00:00,2521,1,14,3,2021,18,0,0,1,1
2021-03-14 18:30:00,2489,1,14,3,2021,18,30,0,1,1
2021-03-14 19:00:00,2501,1,14,3,2021,19,0,0,1,1
2021-03-14 19:30:00,2310,1,14,3,2021,19,30,0,1,1
2021-03-14 20:00:00,2289,1,14,3,2021,20,0,0,1,1
2021-03-14 20:30:00,2070,1,14,3,2021,20,30,0,1,1
2021-03-14 21:00:00,1985,1,14,3,2021,21,0,0,1,1
2021-03-14 21:30:00,2030,1,14,3,2021,21,30,0,1,1
2021-03-14 22:00:00,2171,1,14,3,2021,22,0,0,1,1
2021-03-14 22:30:00,2094,1,14,3,2021,22,30,0,1,1
2021-03-14 23:00:00,2304,1,14,3,2021,23,0,0,1,1
2021-03-14 23:30:00,2634,1,14,3,2021,23,30,0,1,1
2021-03-15 00:00:00,2928,2,15,3,2021,0,0,0,1,0
2021-03-15 00:30:00,3147,2,15,3,2021,0,30,0,1,0
2021-03-15 01:00:00,3478,2,15,3,2021,1,0,0,1,0
2021-03-15 01:30:00,4173,2,15,3,2021,1,30,0,1,0
2021-03-15 02:00:00,5629,2,15,3,2021,2,0,0,1,0
2021-03-15 02:30:00,7411,2,15,3,2021,2,30,0,1,0
2021-03-15 03:00:00,11082,2,15,3,2021,3,0,0,1,0
2021-03-15 03:30:00,15643,2,15,3,2021,3,30,0,1,0
2021-03-15 04:00:00,22447,2,15,3,2021,4,0,0,1,0
2021-03-15 04:30:00,29613,2,15,3,2021,4,30,0,1,0
2021-03-15 05:00:00,35132,2,15,3,2021,5,0,0,1,0
2021-03-15 05:30:00,39391,2,15,3,2021,5,30,0,1,0
2021-03-15 06:00:00,39411,2,15,3,2021,6,0,0,0,0
2021-03-15 06:30:00,37281,2,15,3,2021,6,30,0,0,0
2021-03-15 07:00:00,35423,2,15,3,2021,7,0,0,0,0
2021-03-15 07:30:00,35473,2,15,3,2021,7,30,0,0,0
2021-03-15 08:00:00,35943,2,15,3,2021,8,0,0,0,0
2021-03-15 08:30:00,36863,2,15,3,2021,8,30,0,0,0
2021-03-15 09:00:00,37806,2,15,3,2021,9,0,0,0,0
2021-03-15 09:30:00,38107,2,15,3,2021,9,30,0,0,0
2021-03-15 10:00:00,37611,2,15,3,2021,10,0,0,0,0
2021-03-15 10:30:00,37841,2,15,3,2021,10,30,0,0,0
2021-03-15 11:00:00,37174,2,15,3,2021,11,0,0,0,0
2021-03-15 11:30:00,37187,2,15,3,2021,11,30,0,0,0
2021-03-15 12:00:00,37610,2,15,3,2021,12,0,0,0,0
2021-03-15 12:30:00,37995,2,15,3,2021,12,30,0,0,0
2021-03-15 13:00:00,36717,2,15,3,2021,13,0,0,0,0
2021-03-15 13:30:00,36347,2,15,3,2021,13,30,0,0,0
2021-03-15 14:00:00,35525,2,15,3,2021,14,0,0,0,0
2021-03-15 14:30:00,34333,2,15,3,2021,14,30,0,0,0
2021-03-15 15:00:00,32016,2,15,3,2021,15,0,0,0,0
2021-03-15 15:30:00,28797,2,15,3,2021,15,30,0,0,0
2021-03-15 16:00:00,25936,2,15,3,2021,16,0,0,0,0
2021-03-15 16:30:00,22908,2,15,3,2021,16,30,0,0,0
2021-03-15 17:00:00,19351,2,15,3,2021,17,0,0,0,0
2021-03-15 17:30:00,17034,2,15,3,2021,17,30,0,0,0
2021-03-15 18:00:00,14471,2,15,3,2021,18,0,0,1,0
2021-03-15 18:30:00,12409,2,15,3,2021,18,30,0,1,0
2021-03-15 19:00:00,10773,2,15,3,2021,19,0,0,1,0
2021-03-15 19:30:00,9304,2,15,3,2021,19,30,0,1,0
2021-03-15 20:00:00,7911,2,15,3,2021,20,0,0,1,0
2021-03-15 20:30:00,7039,2,15,3,2021,20,30,0,1,0
2021-03-15 21:00:00,6285,2,15,3,2021,21,0,0,1,0
2021-03-15 21:30:00,5645,2,15,3,2021,21,30,0,1,0
2021-03-15 22:00:00,5482,2,15,3,2021,22,0,0,1,0
2021-03-15 22:30:00,5439,2,15,3,2021,22,30,0,1,0
2021-03-15 23:00:00,5020,2,15,3,2021,23,0,0,1,0
2021-03-15 23:30:00,4884,2,15,3,2021,23,30,0,1,0
2021-03-16 00:00:00,5194,3,16,3,2021,0,0,0,1,0
2021-03-16 00:30:00,5101,3,16,3,2021,0,30,0,1,0
2021-03-16 01:00:00,5459,3,16,3,2021,1,0,0,1,0
2021-03-16 01:30:00,5983,3,16,3,2021,1,30,0,1,0
2021-03-16 02:00:00,7114,3,16,3,2021,2,0,0,1,0
2021-03-16 02:30:00,9028,3,16,3,2021,2,30,0,1,0
2021-03-16 03:00:00,12212,3,16,3,2021,3,0,0,1,0
2021-03-16 03:30:00,17061,3,16,3,2021,3,30,0,1,0
2021-03-16 04:00:00,24550,3,16,3,2021,4,0,0,1,0
2021-03-16 04:30:00,32630,3,16,3,2021,4,30,0,1,0
2021-03-16 05:00:00,38234,3,16,3,2021,5,0,0,1,0
2021-03-16 05:30:00,41824,3,16,3,2021,5,30,0,1,0
2021-03-16 06:00:00,41467,3,16,3,2021,6,0,0,0,0
2021-03-16 06:30:00,39475,3,16,3,2021,6,30,0,0,0
2021-03-16 07:00:00,37724,3,16,3,2021,7,0,0,0,0
2021-03-16 07:30:00,37654,3,16,3,2021,7,30,0,0,0
2021-03-16 08:00:00,38601,3,16,3,2021,8,0,0,0,0
2021-03-16 08:30:00,40029,3,16,3,2021,8,30,0,0,0
2021-03-16 09:00:00,40524,3,16,3,2021,9,0,0,0,0
2021-03-16 09:30:00,40707,3,16,3,2021,9,30,0,0,0
2021-03-16 10:00:00,41821,3,16,3,2021,10,0,0,0,0
2021-03-16 10:30:00,41523,3,16,3,2021,10,30,0,0,0
2021-03-16 11:00:00,40580,3,16,3,2021,11,0,0,0,0
2021-03-16 11:30:00,40360,3,16,3,2021,11,30,0,0,0
2021-03-16 12:00:00,41169,3,16,3,2021,12,0,0,0,0
2021-03-16 12:30:00,41273,3,16,3,2021,12,30,0,0,0
2021-03-16 13:00:00,40582,3,16,3,2021,13,0,0,0,0
2021-03-16 13:30:00,39809,3,16,3,2021,13,30,0,0,0
2021-03-16 14:00:00,39132,3,16,3,2021,14,0,0,0,0
2021-03-16 14:30:00,37192,3,16,3,2021,14,30,0,0,0
2021-03-16 15:00:00,34778,3,16,3,2021,15,0,0,0,0
2021-03-16 15:30:00,32160,3,16,3,2021,15,30,0,0,0
2021-03-16 16:00:00,28360,3,16,3,2021,16,0,0,0,0
2021-03-16 16:30:00,25078,3,16,3,2021,16,30,0,0,0
2021-03-16 17:00:00,21689,3,16,3,2021,17,0,0,0,0
2021-03-16 17:30:00,18299,3,16,3,2021,17,30,0,0,0
2021-03-16 18:00:00,15621,3,16,3,2021,18,0,0,1,0
2021-03-16 18:30:00,12970,3,16,3,2021,18,30,0,1,0
2021-03-16 19:00:00,10781,3,16,3,2021,19,0,0,1,0
2021-03-16 19:30:00,9409,3,16,3,2021,19,30,0,1,0
2021-03-16 20:00:00,7961,3,16,3,2021,20,0,0,1,0
2021-03-16 20:30:00,6935,3,16,3,2021,20,30,0,1,0
2021-03-16 21:00:00,6122,3,16,3,2021,21,0,0,1,0
2021-03-16 21:30:00,5600,3,16,3,2021,21,30,0,1,0
2021-03-16 22:00:00,5249,3,16,3,2021,22,0,0,1,0
2021-03-16 22:30:00,5076,3,16,3,2021,22,30,0,1,0
2021-03-16 23:00:00,4875,3,16,3,2021,23,0,0,1,0
2021-03-16 23:30:00,5051,3,16,3,2021,23,30,0,1,0
2021-03-17 00:00:00,5137,4,17,3,2021,0,0,0,1,0
2021-03-17 00:30:00,5134,4,17,3,2021,0,30,0,1,0
2021-03-17 01:00:00,5259,4,17,3,2021,1,0,0,1,0
2021-03-17 01:30:00,5885,4,17,3,2021,1,30,0,1,0
2021-03-17 02:00:00,7317,4,17,3,2021,2,0,0,1,0
2021-03-17 02:30:00,9202,4,17,3,2021,2,30,0,1,0
2021-03-17 03:00:00,12198,4,17,3,2021,3,0,0,1,0
2021-03-17 03:30:00,16966,4,17,3,2021,3,30,0,1,0
2021-03-17 04:00:00,24522,4,17,3,2021,4,0,0,1,0
2021-03-17 04:30:00,32486,4,17,3,2021,4,30,0,1,0
2021-03-17 05:00:00,38422,4,17,3,2021,5,0,0,1,0
2021-03-17 05:30:00,41916,4,17,3,2021,5,30,0,1,0
2021-03-17 06:00:00,41759,4,17,3,2021,6,0,0,0,0
2021-03-17 06:30:00,39717,4,17,3,2021,6,30,0,0,0
2021-03-17 07:00:00,36932,4,17,3,2021,7,0,0,0,0
2021-03-17 07:30:00,37947,4,17,3,2021,7,30,0,0,0
2021-03-17 08:00:00,38536,4,17,3,2021,8,0,0,0,0
2021-03-17 08:30:00,38552,4,17,3,2021,8,30,0,0,0
2021-03-17 09:00:00,38860,4,17,3,2021,9,0,0,0,0
2021-03-17 09:30:00,39721,4,17,3,2021,9,30,0,0,0
2021-03-17 10:00:00,40203,4,17,3,2021,10,0,0,0,0
2021-03-17 10:30:00,41045,4,17,3,2021,10,30,0,0,0
2021-03-17 11:00:00,40010,4,17,3,2021,11,0,0,0,0
2021-03-17 11:30:00,38908,4,17,3,2021,11,30,0,0,0
2021-03-17 12:00:00,39580,4,17,3,2021,12,0,0,0,0
2021-03-17 12:30:00,40396,4,17,3,2021,12,30,0,0,0
2021-03-17 13:00:00,39561,4,17,3,2021,13,0,0,0,0
2021-03-17 13:30:00,38637,4,17,3,2021,13,30,0,0,0
2021-03-17 14:00:00,37352,4,17,3,2021,14,0,0,0,0
2021-03-17 14:30:00,36159,4,17,3,2021,14,30,0,0,0
2021-03-17 15:00:00,33952,4,17,3,2021,15,0,0,0,0
2021-03-17 15:30:00,30947,4,17,3,2021,15,30,0,0,0
2021-03-17 16:00:00,27735,4,17,3,2021,16,0,0,0,0
2021-03-17 16:30:00,23879,4,17,3,2021,16,30,0,0,0
2021-03-17 17:00:00,20963,4,17,3,2021,17,0,0,0,0
2021-03-17 17:30:00,17282,4,17,3,2021,17,30,0,0,0
2021-03-17 18:00:00,14796,4,17,3,2021,18,0,0,1,0
2021-03-17 18:30:00,12604,4,17,3,2021,18,30,0,1,0
2021-03-17 19:00:00,10674,4,17,3,2021,19,0,0,1,0
2021-03-17 19:30:00,9082,4,17,3,2021,19,30,0,1,0
2021-03-17 20:00:00,7761,4,17,3,2021,20,0,0,1,0
2021-03-17 20:30:00,6893,4,17,3,2021,20,30,0,1,0
2021-03-17 21:00:00,5970,4,17,3,2021,21,0,0,1,0
2021-03-17 21:30:00,5384,4,17,3,2021,21,30,0,1,0
2021-03-17 22:00:00,5100,4,17,3,2021,22,0,0,1,0
2021-03-17 22:30:00,5121,4,17,3,2021,22,30,0,1,0
2021-03-17 23:00:00,4893,4,17,3,2021,23,0,0,1,0
2021-03-17 23:30:00,5021,4,17,3,2021,23,30,0,1,0
2021-03-18 00:00:00,4918,5,18,3,2021,0,0,0,1,0
2021-03-18 00:30:00,5095,5,18,3,2021,0,30,0,1,0
2021-03-18 01:00:00,5382,5,18,3,2021,1,0,0,1,0
2021-03-18 01:30:00,5981,5,18,3,2021,1,30,0,1,0
2021-03-18 02:00:00,7398,5,18,3,2021,2,0,0,1,0
2021-03-18 02:30:00,9372,5,18,3,2021,2,30,0,1,0
2021-03-18 03:00:00,12641,5,18,3,2021,3,0,0,1,0
2021-03-18 03:30:00,17446,5,18,3,2021,3,30,0,1,0
2021-03-18 04:00:00,24971,5,18,3,2021,4,0,0,1,0
2021-03-18 04:30:00,32336,5,18,3,2021,4,30,0,1,0
2021-03-18 05:00:00,38219,5,18,3,2021,5,0,0,1,0
2021-03-18 05:30:00,41434,5,18,3,2021,5,30,0,1,0
2021-03-18 06:00:00,41757,5,18,3,2021,6,0,0,0,0
2021-03-18 06:30:00,38815,5,18,3,2021,6,30,0,0,0
2021-03-18 07:00:00,36500,5,18,3,2021,7,0,0,0,0
2021-03-18 07:30:00,37179,5,18,3,2021,7,30,0,0,0
2021-03-18 08:00:00,38332,5,18,3,2021,8,0,0,0,0
2021-03-18 08:30:00,38981,5,18,3,2021,8,30,0,0,0
2021-03-18 09:00:00,40245,5,18,3,2021,9,0,0,0,0
2021-03-18 09:30:00,39887,5,18,3,2021,9,30,0,0,0
2021-03-18 10:00:00,40969,5,18,3,2021,10,0,0,0,0
2021-03-18 10:30:00,40358,5,18,3,2021,10,30,0,0,0
2021-03-18 11:00:00,38828,5,18,3,2021,11,0,0,0,0
